3,29,29
-0.009350121687873999 0.0014310402770852022 0.0093501220579316,-0.007399044977187799 0.01972223662490058 0.0073990451534233365,-0.0063157126470113015 0.04227889914768818 0.006315712715627437,-0.008963372010173427 0.06326204689559706 0.0089633723418109,-0.0063086334966720075 0.08593935385112639 0.006308633564584891,-0.0069240581635994485 0.1061067981959042 0.006924058292649284,-0.006876135847310392 0.12679790617149092 0.006876135971599573,-0.00844570116381957 0.14491914178996307 0.008445701444031062,-0.008772775217410208 0.16681636624020973 0.008772775530113588,-0.006379633863823292 0.18972605857912628 0.00637963393878943,-0.006864657045965039 0.214049383410351 0.006864657169113902,-0.0052572854721430395 0.23056331216551829 0.005257285435613877,-0.008340975409850617 0.2540616803995144 0.00834097567965854,-0.007154501645783235 0.2742661850719752 0.007154501797725574,-0.008499964628952974 0.29547810581758754 0.008499964914555055,-0.008840954926365085 0.31746111827924245 0.008840955245841511,-0.0067122303995399025 0.3388285930060298 0.006712230507546538,-0.009029921274533174 0.3609717848327531 0.009029921612781721,-0.009447603434910619 0.3795182915783942 0.009447603814652162,-0.0066227263616266295 0.39751151631377596 0.006622726460741838,-0.0073421923590811814 0.4204006556848407 0.007342192529668918,-0.0062114759650168236 0.4436263047898662 0.006211476023277974,-0.0074830235564676975 0.4605267732572862 0.007483023741045757,-0.008115928854965412 0.4841821661822099 0.008115929102416966,-0.006017824226479076 0.5035220769455123 0.0060178242655026535,-0.00673641366791692 0.5244924015944189 0.006736413778325947,-0.006567252763017163 0.543681308363785 0.0065672528566215645,-0.00733002083082065 0.5670295817580512 0.007330021000199253,-0.006823190952577091 0.5887246034349303 0.006823191071606668,-0.009960144908641562 0.607994870532546 0.009960145339299528,
-0.004164439927464746 0.0028098381362966504 0.004164439782371128,-0.0020584675176114915 0.019663426629877745 0.0020584671633083027,-0.0026031272214326173 0.0422571686820861 0.002603126921236511,-0.0012458053603342887 0.06454144048830279 0.0012458049253003646,-0.0019969151991268063 0.08592422749562223 0.0019969148387089437,-0.0013900629449216757 0.10533412517916962 0.0013900625242184556,-0.0035295267605413615 0.1278416167831852 0.0035295265523747846,-0.002533724550073863 0.14664339883950256 0.0025337242429832206,-0.0017874478051653246 0.16710798909310992 0.0017874474239387452,-0.0006639881152230537 0.18842112417970797 0.0006639876223907767,-0.003111858643255759 0.20772143382939634 0.0031118583935975806,0.0008451628683089352 0.23189071681457601 -2.2351742678949904e-10,-0.0025982875331799623 0.2533361347622788 0.002598287232503076,-0.0025523402274443404 0.27330665891906447 0.002552339922202999,-0.0009811391024691126 0.29498966585195857 0.000981138641142957,0.00034382410055910917 0.31498566727658855 -2.2351742678949904e-10,-0.0029694735206546325 0.3378828608242313 0.0029694732568517623,-0.0013964168665269415 0.35710862149788325 0.0013964164464549268,-0.0032609064342634816 0.37818381509110766 0.0032609061994118716,-0.0035094014968044397 0.40142103421633435 0.0035094012866385975,-0.003080805031867615 0.42057832883771473 0.003080804779124538,-0.00018149732328620363 0.441639913072558 0.00018149678252277099,-0.0010894479154086897 0.45979815011450703 0.0010894474648420484,-0.003343906756522552 0.4806829654626803 0.0033439065299162834,-0.0014827509744770573 0.5023562909668612 0.001482750562981566,-0.0028824871986380166 0.5254033662920937 0.0028824869261938318,-0.004580299954937445 0.547804687530087 0.00458029985115581,-0.0038105059244784153 0.5678827764946208 0.0038105057442246117,-0.00015840218910770674 0.5879831587117128 0.00015840164604997853,-0.0034367031021253205 0.6080846965341284 0.0034367028847375413,
0.005113800488092679 0.000625605041907879 -2.2351742678949904e-10,0.007600922554137801 0.019290248510841376 -2.2351742678949904e-10,0.008968259324685035 0.042657709109423285 -2.2351742678949904e-10,0.008046448492915637 0.06323675381916713 -2.2351742678949904e-10,0.0057189440109585155 0.08400757108829436 -2.2351742678949904e-10,0.009269404515552415 0.10671901952817396 -2.2351742678949904e-10,0.005094914520224425 0.12698269909652327 -2.2351742678949904e-10,0.008325582507533014 0.14332880963257558 -2.2351742678949904e-10,0.00915721285536436 0.16627063706423073 -2.2351742678949904e-10,0.009474548585419296 0.19062973203019118 -2.2351742678949904e-10,0.007432184211895454 0.2090486554537831 -2.2351742678949904e-10,0.009305537636146388 0.23360861891434317 -2.2351742678949904e-10,0.007398861260713707 0.2524441768092486 -2.2351742678949904e-10,0.00710152161480726 0.2731419243527002 -2.2351742678949904e-10,0.010911708808414022 0.29349395503142967 -2.2351742678949904e-10,0.00895326206997532 0.31254321578633376 -2.2351742678949904e-10,0.010002585174360978 0.3362272455659154 -2.2351742678949904e-10,0.008280569459859444 0.3605610065443135 -2.2351742678949904e-10,0.007603832442812264 0.3767927100121224 -2.2351742678949904e-10,0.007900542867955163 0.3993252350270315 -2.2351742678949904e-10,0.006630580089573901 0.419839676116608 -2.2351742678949904e-10,0.008938716281399417 0.4400890029099146 -2.2351742678949904e-10,0.00814733364996656 0.46326580925956884 -2.2351742678949904e-10,0.00944335476813285 0.48426065136682755 -2.2351742678949904e-10,0.0056204894862570964 0.5071282739451308 -2.2351742678949904e-10,0.009506116564257316 0.5255022308445123 -2.2351742678949904e-10,0.00960965545702619 0.546958215909641 -2.2351742678949904e-10,0.007288205527493319 0.567886060745594 -2.2351742678949904e-10,0.006041280745803013 0.5892125416269598 -2.2351742678949904e-10,0.008383674164467225 0.6076690351290606 -2.2351742678949904e-10,
0.019622776051624907 6.188931013186408e-05 -2.2351742678949904e-10,0.021463649157778958 0.02091415717083764 -2.2351742678949904e-10,0.017982790791819164 0.04023906058977569 -2.2351742678949904e-10,0.015512226048820466 0.06692806491799819 -2.2351742678949904e-10,0.02074262249968481 0.08251046707125761 -2.2351742678949904e-10,0.02022036718215167 0.10386077338161141 -2.2351742678949904e-10,0.018230573537011685 0.12535729933006454 -2.2351742678949904e-10,0.01817579643471723 0.14637060003609667 -2.2351742678949904e-10,0.018355788117755845 0.16476185426550352 -2.2351742678949904e-10,0.02036908844913099 0.18758351631177164 -2.2351742678949904e-10,0.01853840530710721 0.20977607056979977 -2.2351742678949904e-10,0.02178403004401802 0.23137858974715914 -2.2351742678949904e-10,0.01888865591156816 0.25043597667318246 -2.2351742678949904e-10,0.019338505623526236 0.27392839769549165 -2.2351742678949904e-10,0.016860502228824903 0.2960486665839561 -2.2351742678949904e-10,0.02157062191964032 0.3139658874508234 -2.2351742678949904e-10,0.020414975284022363 0.3342464350730373 -2.2351742678949904e-10,0.021434197032181218 0.3576247433937428 -2.2351742678949904e-10,0.021781934703660466 0.3764545779146507 -2.2351742678949904e-10,0.021589854145951687 0.40124239268139184 -2.2351742678949904e-10,0.019015851836351017 0.42201045392723746 -2.2351742678949904e-10,0.021513665548222122 0.4422708439256128 -2.2351742678949904e-10,0.018941816030693392 0.46296960501961365 -2.2351742678949904e-10,0.017430071978399297 0.4857300476007223 -2.2351742678949904e-10,0.015885677992990344 0.5052552787257394 -2.2351742678949904e-10,0.01878774838859873 0.5260087302576308 -2.2351742678949904e-10,0.01774215549692007 0.5436289115140371 -2.2351742678949904e-10,0.020855430352757803 0.569133027655854 -2.2351742678949904e-10,0.020760741906809266 0.5876174246516528 -2.2351742678949904e-10,0.020284411933140928 0.6082485266641569 -2.2351742678949904e-10,
0.02805551237700571 0.0012808383141746696 -2.2351742678949904e-10,0.03139771384240153 0.02076276812802699 -2.2351742678949904e-10,0.03334995370999447 0.043688255526921384 -2.2351742678949904e-10,0.03126153020301259 0.0646274913145936 -2.2351742678949904e-10,0.0285427737855177 0.08647020158449717 -2.2351742678949904e-10,0.028757704764442338 0.1061599920656719 -2.2351742678949904e-10,0.03276163810362054 0.12520056569954435 -2.2351742678949904e-10,0.033852913937380796 0.14953681432199417 -2.2351742678949904e-10,0.033870837323187436 0.1712384762438734 -2.2351742678949904e-10,0.03193822575476199 0.18915805975843325 -2.2351742678949904e-10,0.028429394378955086 0.20800080929658138 -2.2351742678949904e-10,0.03238387216500305 0.230036443747413 -2.2351742678949904e-10,0.02746991884867156 0.25515093321804205 -2.2351742678949904e-10,0.03270304713464353 0.27412893601808064 -2.2351742678949904e-10,0.03215762923786325 0.2928519075554166 -2.2351742678949904e-10,0.02889482145133654 0.31531657531167473 -2.2351742678949904e-10,0.03384896809108959 0.33252770107303564 -2.2351742678949904e-10,0.03253263486974628 0.361378030513983 -2.2351742678949904e-10,0.028131617117405028 0.38041391101798305 -2.2351742678949904e-10,0.03030807688086079 0.3988190153375988 -2.2351742678949904e-10,0.030803228392061066 0.42295064318314757 -2.2351742678949904e-10,0.0323062431392179 0.43962703970949335 -2.2351742678949904e-10,0.03162650052778576 0.46171785415286215 -2.2351742678949904e-10,0.03442133944526607 0.48378541798288965 -2.2351742678949904e-10,0.03157418547752194 0.5053239278020718 -2.2351742678949904e-10,0.031237205577298616 0.525102816703408 -2.2351742678949904e-10,0.02876907492646061 0.5446930570509558 -2.2351742678949904e-10,0.028939192129656927 0.5650840549892819 -2.2351742678949904e-10,0.032268512145914946 0.5884775158758694 -2.2351742678949904e-10,0.033433154082221084 0.6085782639001287 -2.2351742678949904e-10,
0.04235572040727456 0.0005580298966074949 -2.2351742678949904e-10,0.03969307988728624 0.02023152760725933 -2.2351742678949904e-10,0.04363498492908152 0.040579228388088084 -2.2351742678949904e-10,0.04202805840690044 0.059246263225917264 -2.2351742678949904e-10,0.04442923946834429 0.0822244572426985 -2.2351742678949904e-10,0.04403422286963493 0.10383391335325463 -2.2351742678949904e-10,0.04015346365144695 0.1259870357688729 -2.2351742678949904e-10,0.044278038377709494 0.14607578532118493 -2.2351742678949904e-10,0.04264555487336888 0.16900168405948846 -2.2351742678949904e-10,0.04176911973798772 0.1869080283647996 -2.2351742678949904e-10,0.0395629568557736 0.20978174189888008 -2.2351742678949904e-10,0.04205556334726818 0.2297606805522871 -2.2351742678949904e-10,0.04420025931399846 0.2507022065581977 -2.2351742678949904e-10,0.043509510510563926 0.2739426361994239 -2.2351742678949904e-10,0.043739896510042814 0.2946803204793741 -2.2351742678949904e-10,0.04162778081012214 0.3166178444185718 -2.2351742678949904e-10,0.04141067025550721 0.3354436785039 -2.2351742678949904e-10,0.04035212270723759 0.35802871515073387 -2.2351742678949904e-10,0.04145864360690077 0.3773861213219238 -2.2351742678949904e-10,0.041761434309766754 0.40011493928373487 -2.2351742678949904e-10,0.04329333831091098 0.41903258601211457 -2.2351742678949904e-10,0.040845319218113046 0.4438821447575056 -2.2351742678949904e-10,0.04373791632667878 0.4638228073295675 -2.2351742678949904e-10,0.04007322922732259 0.48300202420523397 -2.2351742678949904e-10,0.04181670202175852 0.5040139644725131 -2.2351742678949904e-10,0.04185051298230988 0.5256759462184972 -2.2351742678949904e-10,0.04377874724981215 0.543705447329883 -2.2351742678949904e-10,0.04167540697911948 0.5664193027577824 -2.2351742678949904e-10,0.041137806333779114 0.5902869502149892 -2.2351742678949904e-10,0.04382069292097496 0.6073836178070947 -2.2351742678949904e-10,
0.05393117668512537 0.0002279705525398607 -2.2351742678949904e-10,0.0519671922321977 0.020172629893413112 -2.2351742678949904e-10,0.05284227641155795 0.04240629225159772 -2.2351742678949904e-10,0.05292537006928341 0.06177734149938111 -2.2351742678949904e-10,0.05622350837009085 0.08434337058696938 -2.2351742678949904e-10,0.05327661356435981 0.10655610057343289 -2.2351742678949904e-10,0.05291124807079939 0.1245955275913836 -2.2351742678949904e-10,0.05421928780556812 0.1478354611726031 -2.2351742678949904e-10,0.05198392534206414 0.1688764559704592 -2.2351742678949904e-10,0.0527159403133573 0.18850949085013874 -2.2351742678949904e-10,0.053407317653920344 0.21158703372194787 -2.2351742678949904e-10,0.05221097606612898 0.23277045417082604 -2.2351742678949904e-10,0.055717282023041326 0.2508990004563062 -2.2351742678949904e-10,0.053603662266684726 0.27330650981890137 -2.2351742678949904e-10,0.05226241237604243 0.29305681051349847 -2.2351742678949904e-10,0.05550609153377703 0.3169648260681261 -2.2351742678949904e-10,0.053925391009779944 0.3354408787997779 -2.2351742678949904e-10,0.053555919205499125 0.3561263051147796 -2.2351742678949904e-10,0.053515480257657455 0.37555459621269305 -2.2351742678949904e-10,0.05250858544143727 0.39867702036904257 -2.2351742678949904e-10,0.05357151067365937 0.42125080241790713 -2.2351742678949904e-10,0.049907111912093655 0.44232800819165097 -2.2351742678949904e-10,0.05425314023691649 0.464322543283472 -2.2351742678949904e-10,0.052369646994292474 0.4853613435268396 -2.2351742678949904e-10,0.05442457248878266 0.5026271093013356 -2.2351742678949904e-10,0.05551474162562636 0.524630079650511 -2.2351742678949904e-10,0.054840126332448114 0.5449225255264516 -2.2351742678949904e-10,0.053560898859720624 0.5683781516896343 -2.2351742678949904e-10,0.05164891570758515 0.587360128239026 -2.2351742678949904e-10,0.05509840968617935 0.6074847732609776 -2.2351742678949904e-10,
0.06624333462028723 0.002146720520720972 -2.2351742678949904e-10,0.06716181393741971 0.020947475545442486 -2.2351742678949904e-10,0.06673410552709091 0.04044875869097586 -2.2351742678949904e-10,0.06285768101586206 0.06425336629655827 -2.2351742678949904e-10,0.06514457416105326 0.08377767783255466 -2.2351742678949904e-10,0.06294248489873822 0.10713005477926645 -2.2351742678949904e-10,0.06776160373387222 0.12778267798865345 -2.2351742678949904e-10,0.06584363053761777 0.1448851840406989 -2.2351742678949904e-10,0.06353966082882456 0.168121053700183 -2.2351742678949904e-10,0.06435928661439469 0.18866159720136075 -2.2351742678949904e-10,0.06498481869302342 0.2095208014414242 -2.2351742678949904e-10,0.06510357446243303 0.23139444605427772 -2.2351742678949904e-10,0.0637591039046001 0.253144930659653 -2.2351742678949904e-10,0.06388852467080552 0.27192703342375574 -2.2351742678949904e-10,0.06666491385056422 0.2922068504158688 -2.2351742678949904e-10,0.06295182684251532 0.31445158105636234 -2.2351742678949904e-10,0.06310525350399165 0.33904190096149084 -2.2351742678949904e-10,0.06513334220968314 0.35707407732436297 -2.2351742678949904e-10,0.06237767213866402 0.381564903408775 -2.2351742678949904e-10,0.06516634059469359 0.3984445193524878 -2.2351742678949904e-10,0.06378536548652503 0.41993623613003966 -2.2351742678949904e-10,0.06490364610580415 0.4408172163462032 -2.2351742678949904e-10,0.06360018205656723 0.4640012158377524 -2.2351742678949904e-10,0.06482765808867871 0.4821243899309073 -2.2351742678949904e-10,0.06456553140668927 0.5029291083310835 -2.2351742678949904e-10,0.06592901186629607 0.5283950269698311 -2.2351742678949904e-10,0.06765778108784659 0.5432557468035076 -2.2351742678949904e-10,0.0635590084736748 0.5661110192166146 -2.2351742678949904e-10,0.06534410054559 0.5900825950537805 -2.2351742678949904e-10,0.064910298146626 0.6060421293231769 -2.2351742678949904e-10,
0.07711127582595073 0.0017224211773395441 -2.2351742678949904e-10,0.07704314899494147 0.022893859646950575 -2.2351742678949904e-10,0.0783394430862211 0.04333251980465068 -2.2351742678949904e-10,0.07799320825580128 0.06574233048879255 -2.2351742678949904e-10,0.07847282995628316 0.08609522400243676 -2.2351742678949904e-10,0.07747147671120658 0.1007666689741965 -2.2351742678949904e-10,0.07823479619801252 0.12474319511612832 -2.2351742678949904e-10,0.07666557285432027 0.14503070095104872 -2.2351742678949904e-10,0.07536995989910827 0.1691485536870988 -2.2351742678949904e-10,0.07614143968631293 0.1886781153952195 -2.2351742678949904e-10,0.07398180310535793 0.2112248191130702 -2.2351742678949904e-10,0.07717993339611795 0.23243613019019874 -2.2351742678949904e-10,0.07696095440471806 0.254373053400921 -2.2351742678949904e-10,0.0772872904945634 0.2742031665987845 -2.2351742678949904e-10,0.07817919598721473 0.2952757265900193 -2.2351742678949904e-10,0.08063389930760034 0.3160522234032621 -2.2351742678949904e-10,0.07653539402113116 0.3349790597910592 -2.2351742678949904e-10,0.07418548573416209 0.3552497128446158 -2.2351742678949904e-10,0.07564173912479336 0.3801437016637524 -2.2351742678949904e-10,0.07569379331711579 0.4003885822683718 -2.2351742678949904e-10,0.07613172561754838 0.4210982468420948 -2.2351742678949904e-10,0.07509163672532979 0.4413597017818115 -2.2351742678949904e-10,0.07695357998127489 0.4629018728977061 -2.2351742678949904e-10,0.07820921111683224 0.4820217223882355 -2.2351742678949904e-10,0.07741045429238769 0.5023778424390305 -2.2351742678949904e-10,0.0752622809877237 0.5258819254594347 -2.2351742678949904e-10,0.07727683557042181 0.5439006519897243 -2.2351742678949904e-10,0.07989383976311937 0.5650703691791463 -2.2351742678949904e-10,0.07887447725372146 0.5901778812290788 -2.2351742678949904e-10,0.07991312536401785 0.6095459708452328 -2.2351742678949904e-10,
